YearStart,LocationAbbr,StratificationCategory1,Stratification1,Data_Value
2014,MD,Income,"$75,000 or greater",26.9
2014,MD,Age (years),18 - 24,11.5
2014,MD,Race/Ethnicity,2 or more races,26.8
2014,MD,Age (years),25 - 34,31.1
2014,MD,Age (years),35 - 44,31.1
2014,MD,Age (years),45 - 54,35.6
2014,MD,Age (years),55 - 64,33.6
2014,MD,Age (years),65 or older,29.0
2014,MD,Race/Ethnicity,American Indian/Alaska Native,39.0
2014,MD,Race/Ethnicity,Asian,10.6
2014,MD,Education,College graduate,22.9
2014,MD,Income,Data not reported,24.7
2014,MD,Sex,Female,31.3
2014,MD,Education,High school graduate,34.3
2014,MD,Race/Ethnicity,Hispanic,22.6
2014,MD,Income,"Less than $15,000",36.4
2014,MD,Education,Less than high school,36.6
2014,MD,Sex,Male,27.8
2014,MD,Race/Ethnicity,Non-Hispanic Black,39.1
2014,MD,Race/Ethnicity,Non-Hispanic White,27.9
2014,MD,Race/Ethnicity,Other,36.5
2014,MD,Education,Some college or technical school,30.2
2014,MD,Total,Total,29.6
2014,MA,Income,"$15,000 - $24,999",28.4
2014,MA,Income,"$25,000 - $34,999",24.9
2014,MA,Income,"$35,000 - $49,999",27.1
2014,MA,Income,"$50,000 - $74,999",25.0
2014,MA,Income,"$75,000 or greater",19.5
2014,MA,Age (years),18 - 24,10.6
2014,MA,Race/Ethnicity,2 or more races,26.7
2014,MA,Age (years),25 - 34,18.6
2014,MA,Age (years),35 - 44,24.5
2014,MA,Age (years),45 - 54,29.8
2014,MA,Age (years),55 - 64,27.6
2014,MA,Age (years),65 or older,25.1
2014,MA,Race/Ethnicity,American Indian/Alaska Native,25.0
2014,MA,Race/Ethnicity,Asian,4.7
2014,MA,Education,College graduate,17.0
2014,MA,Income,Data not reported,17.9
2014,MA,Sex,Female,23.0
2014,MA,Education,High school graduate,26.4
2014,MA,Race/Ethnicity,Hispanic,32.2
2014,MA,Income,"Less than $15,000",33.3
2014,MA,Education,Less than high school,30.2
2014,MA,Sex,Male,23.6
2014,MA,Race/Ethnicity,Non-Hispanic Black,34.8
2014,MA,Race/Ethnicity,Non-Hispanic White,22.7
2014,MA,Race/Ethnicity,Other,25.3
2014,MA,Education,Some college or technical school,26.1
2014,MA,Total,Total,23.3
2014,MI,Income,"$15,000 - $24,999",34.6
2014,MI,Income,"$25,000 - $34,999",35.3
2014,MI,Income,"$35,000 - $49,999",32.8
2014,MI,Income,"$50,000 - $74,999",30.7
2014,MI,Income,"$75,000 or greater",27.5
2014,MI,Age (years),18 - 24,11.6
2014,MI,Race/Ethnicity,2 or more races,35.3
2014,MI,Age (years),25 - 34,29.1
2014,MI,Age (years),35 - 44,33.3
2014,MI,Age (years),45 - 54,36.5
2014,MI,Age (years),55 - 64,36.0
2014,MI,Age (years),65 or older,32.7
2014,MI,Race/Ethnicity,American Indian/Alaska Native,28.4
2014,MI,Race/Ethnicity,Asian,16.7
2014,MI,Education,College graduate,25.2
2014,MI,Income,Data not reported,25.2
2014,MI,Sex,Female,30.6
2014,MI,Education,High school graduate,33.6
2014,MI,Race/Ethnicity,Hispanic,36.8
2014,MI,Income,"Less than $15,000",32.5
2014,MI,Education,Less than high school,29.4
2014,MI,Sex,Male,30.9
2014,MI,Race/Ethnicity,Non-Hispanic Black,33.6
2014,MI,Race/Ethnicity,Non-Hispanic White,30.2
2014,MI,Education,Some college or technical school,32.4
2014,MI,Total,Total,30.7
2014,MN,Income,"$15,000 - $24,999",31.1
2014,MN,Income,"$25,000 - $34,999",30.3
2014,MN,Income,"$35,000 - $49,999",30.2
2014,MN,Income,"$50,000 - $74,999",30.4
2014,MN,Income,"$75,000 or greater",24.5
2014,MN,Age (years),18 - 24,16.2
2014,MN,Race/Ethnicity,2 or more races,36.6
2014,MN,Age (years),25 - 34,23.7
2014,MN,Age (years),35 - 44,29.8
2014,MN,Age (years),45 - 54,31.5
2014,MN,Age (years),55 - 64,33.0
2014,MN,Age (years),65 or older,28.5
2014,MN,Race/Ethnicity,American Indian/Alaska Native,35.0
2014,MN,Race/Ethnicity,Asian,12.6
2014,MN,Education,College graduate,21.9
2014,MN,Income,Data not reported,20.6
2014,MN,Sex,Female,25.4
2014,MN,Education,High school graduate,29.3
2014,MN,Race/Ethnicity,Hispanic,34.8
2014,MN,Income,"Less than $15,000",34.0
2014,MN,Education,Less than high school,31.6
2014,MN,Sex,Male,29.7
2014,MN,Race/Ethnicity,Non-Hispanic Black,32.7
2014,MN,Race/Ethnicity,Non-Hispanic White,27.6
2014,MN,Education,Some college or technical school,30.3
2014,MN,Total,Total,27.6
2014,MS,Income,"$15,000 - $24,999",39.5
2014,MS,Income,"$25,000 - $34,999",35.9
2014,MS,Income,"$35,000 - $49,999",36.0
2014,MS,Income,"$50,000 - $74,999",34.0
2014,MS,Income,"$75,000 or greater",30.1
2014,MS,Age (years),18 - 24,22.0
2014,MS,Age (years),25 - 34,40.5
2014,MS,Age (years),35 - 44,42.6
2014,MS,Age (years),45 - 54,41.2
2014,MS,Age (years),55 - 64,36.2
2014,MS,Age (years),65 or older,28.8
2014,MS,Education,College graduate,29.4
2014,MS,Income,Data not reported,29.3
2014,MS,Sex,Female,37.9
2014,MS,Education,High school graduate,37.7
2014,MS,Income,"Less than $15,000",41.4
2014,MS,Education,Less than high school,36.9
2014,MS,Sex,Male,32.9
2014,MS,Race/Ethnicity,Non-Hispanic Black,43.4
2014,MS,Race/Ethnicity,Non-Hispanic White,32.4
2014,MS,Education,Some college or technical school,36.2
2014,MS,Total,Total,35.5
2014,MO,Income,"$15,000 - $24,999",32.5
2014,MO,Income,"$25,000 - $34,999",35.2
2014,MO,Income,"$35,000 - $49,999",33.1
2014,MO,Income,"$50,000 - $74,999",29.9
2014,MO,Income,"$75,000 or greater",26.1
2014,MO,Age (years),18 - 24,18.9
2014,MO,Race/Ethnicity,2 or more races,24.3
2014,MO,Age (years),25 - 34,31.0
2014,MO,Age (years),35 - 44,34.4
2014,MO,Age (years),45 - 54,34.2
2014,MO,Age (years),55 - 64,32.9
2014,MO,Age (years),65 or older,27.9
2014,MO,Race/Ethnicity,American Indian/Alaska Native,52.4
2014,MO,Race/Ethnicity,Asian,9.5
2014,MO,Education,College graduate,25.2
2014,MO,Income,Data not reported,26.4
2014,MO,Sex,Female,30.2
2014,MO,Education,High school graduate,32.7
2014,MO,Race/Ethnicity,Hispanic,33.3
2014,MO,Income,"Less than $15,000",35.1
2014,MO,Education,Less than high school,33.7
2014,MO,Sex,Male,30.2
2014,MO,Race/Ethnicity,Non-Hispanic Black,39.5
2014,MO,Race/Ethnicity,Non-Hispanic White,29.4
2014,MO,Education,Some college or technical school,30.3
2014,MO,Total,Total,30.2
2014,MT,Income,"$15,000 - $24,999",30.3
2014,MT,Income,"$25,000 - $34,999",28.5
2014,MT,Income,"$35,000 - $49,999",27.2
2014,MT,Income,"$50,000 - $74,999",24.0
2014,MT,Income,"$75,000 or greater",24.1
2014,MT,Age (years),18 - 24,16.5
2014,MT,Race/Ethnicity,2 or more races,36.8
2014,MT,Age (years),25 - 34,24.1
2014,MT,Age (years),35 - 44,31.3
2014,MT,Age (years),45 - 54,29.9
2014,MT,Age (years),55 - 64,27.3
2014,MT,Age (years),65 or older,26.7
2014,MT,Race/Ethnicity,American Indian/Alaska Native,41.5
2014,MT,Education,College graduate,20.5
2014,MT,Income,Data not reported,23.1
2014,MT,Sex,Female,24.9
2014,MT,Education,High school graduate,29.5
2014,MT,Race/Ethnicity,Hispanic,24.8
2014,MT,Income,"Less than $15,000",28.6
2014,MT,Education,Less than high school,34.4
2014,MT,Sex,Male,27.7
2014,MT,Race/Ethnicity,Non-Hispanic White,25.5
2014,MT,Education,Some college or technical school,26.1
2014,MT,Total,Total,26.4
2014,NE,Income,"$15,000 - $24,999",31.9
2014,NE,Income,"$25,000 - $34,999",33.5
2014,NE,Income,"$35,000 - $49,999",31.3
2014,NE,Income,"$50,000 - $74,999",31.7
2014,NE,Income,"$75,000 or greater",28.1
2014,NE,Age (years),18 - 24,17.3
2014,NE,Race/Ethnicity,2 or more races,45.9
2014,NE,Age (years),25 - 34,28.3
2014,NE,Age (years),35 - 44,33.8
2014,NE,Age (years),45 - 54,35.5
2014,NE,Age (years),55 - 64,35.9
2014,NE,Age (years),65 or older,28.6
2014,NE,Race/Ethnicity,American Indian/Alaska Native,52.9
2014,NE,Race/Ethnicity,Asian,18.4
2014,NE,Education,College graduate,24.4
2014,NE,Income,Data not reported,22.4
2014,NE,Sex,Female,28.7
2014,NE,Education,High school graduate,31.1
2014,NE,Race/Ethnicity,Hispanic,31.7
2014,NE,Income,"Less than $15,000",36.3
2014,NE,Education,Less than high school,34.9
2014,NE,Sex,Male,31.7
2014,NE,Race/Ethnicity,Non-Hispanic Black,37.3
2014,NE,Race/Ethnicity,Non-Hispanic White,29.5
2014,NE,Education,Some college or technical school,32.5
2014,NE,Total,Total,30.2
2014,NV,Income,"$15,000 - $24,999",27.5
2014,NV,Income,"$25,000 - $34,999",27.9
2014,NV,Income,"$35,000 - $49,999",28.7
2014,NV,Income,"$50,000 - $74,999",27.2
2014,NV,Income,"$75,000 or greater",22.6
2014,NV,Age (years),18 - 24,12.7
2014,NV,Race/Ethnicity,2 or more races,20.6
2014,NV,Age (years),25 - 34,29.7
2014,NV,Age (years),35 - 44,36.8
2014,NV,Age (years),45 - 54,28.9
2014,NV,Age (years),55 - 64,25.6
2014,NV,Age (years),65 or older,27.6
2014,NV,Race/Ethnicity,American Indian/Alaska Native,35.5
2014,NV,Race/Ethnicity,Asian,15.0
2014,NV,Education,College graduate,22.6
2014,NV,Income,Data not reported,30.6
2014,NV,Sex,Female,25.4
2014,NV,Education,High school graduate,26.2
2014,NV,Race/Ethnicity,Hispanic,30.3
2014,NV,Income,"Less than $15,000",36.7
2014,NV,Education,Less than high school,37.8
2014,NV,Sex,Male,29.9
2014,NV,Race/Ethnicity,Non-Hispanic Black,38.1
2014,NV,Race/Ethnicity,Non-Hispanic White,26.9
2014,NV,Education,Some college or technical school,27.4
2014,NV,Total,Total,27.7
2014,NH,Income,"$15,000 - $24,999",32.6
2014,NH,Income,"$25,000 - $34,999",29.0
2014,NH,Income,"$35,000 - $49,999",31.0
2014,NH,Income,"$50,000 - $74,999",31.8
2014,NH,Income,"$75,000 or greater",23.5
2014,NH,Age (years),18 - 24,13.6
2014,NH,Race/Ethnicity,2 or more races,20.5
2014,NH,Age (years),25 - 34,28.5
2014,NH,Age (years),35 - 44,29.5
2014,NH,Age (years),45 - 54,31.6
2014,NH,Age (years),55 - 64,28.9
2014,NH,Age (years),65 or older,28.4
2014,NH,Race/Ethnicity,Asian,7.5
2014,NH,Education,College graduate,21.0
2014,NH,Income,Data not reported,19.1
2014,NH,Sex,Female,25.3
2014,NH,Education,High school graduate,30.6
2014,NH,Race/Ethnicity,Hispanic,34.2
2014,NH,Income,"Less than $15,000",36.7
2014,NH,Education,Less than high school,26.3
2014,NH,Sex,Male,29.5
2014,NH,Race/Ethnicity,Non-Hispanic White,27.7
2014,NH,Education,Some college or technical school,31.3
2014,NH,Total,Total,27.4
2014,NJ,Income,"$15,000 - $24,999",27.6
2014,NJ,Income,"$25,000 - $34,999",33.2
2014,NJ,Income,"$35,000 - $49,999",31.6
2014,NJ,Income,"$50,000 - $74,999",29.1
2014,NJ,Income,"$75,000 or greater",24.2
2014,NJ,Age (years),18 - 24,13.3
2014,NJ,Race/Ethnicity,2 or more races,31.4
2014,NJ,Age (years),25 - 34,24.4
2014,NJ,Age (years),35 - 44,29.4
2014,NJ,Age (years),45 - 54,29.6
2014,NJ,Age (years),55 - 64,32.6
2014,NJ,Age (years),65 or older,27.3
2014,NJ,Race/Ethnicity,American Indian/Alaska Native,23.6
2014,NJ,Race/Ethnicity,Asian,8.4
2014,NJ,Education,College graduate,20.7
2014,NJ,Income,Data not reported,23.4
2014,NJ,Sex,Female,25.3
2014,NJ,Education,High school graduate,32.3
2014,NJ,Race/Ethnicity,Hispanic,31.0
2014,NJ,Income,"Less than $15,000",29.5
2014,NJ,Education,Less than high school,31.8
2014,NJ,Sex,Male,28.5
2014,NJ,Race/Ethnicity,Non-Hispanic Black,38.4
2014,NJ,Race/Ethnicity,Non-Hispanic White,26.0
2014,NJ,Race/Ethnicity,Other,23.6
2014,NJ,Education,Some college or technical school,26.3
2014,NJ,Total,Total,26.9
2014,NM,Income,"$15,000 - $24,999",30.5
2014,NM,Income,"$25,000 - $34,999",29.6
2014,NM,Income,"$35,000 - $49,999",29.9
2014,NM,Income,"$50,000 - $74,999",29.1
2014,NM,Income,"$75,000 or greater",24.2
2014,NM,Age (years),18 - 24,19.1
2014,NM,Race/Ethnicity,2 or more races,45.7
2014,NM,Age (years),25 - 34,33.2
2014,NM,Age (years),35 - 44,33.8
2014,NM,Age (years),45 - 54,31.2
2014,NM,Age (years),55 - 64,32.1
2014,NM,Age (years),65 or older,20.8
2014,NM,Race/Ethnicity,American Indian/Alaska Native,40.3
2014,NM,Race/Ethnicity,Asian,3.6
2014,NM,Education,College graduate,22.2
2014,NM,Income,Data not reported,23.3
2014,NM,Sex,Female,29.4
2014,NM,Education,High school graduate,28.1
2014,NM,Race/Ethnicity,Hispanic,31.0
2014,NM,Income,"Less than $15,000",32.6
2014,NM,Education,Less than high school,35.8
2014,NM,Sex,Male,27.5
2014,NM,Race/Ethnicity,Non-Hispanic Black,37.7
2014,NM,Race/Ethnicity,Non-Hispanic White,23.4
2014,NM,Race/Ethnicity,Other,30.3
2014,NM,Education,Some college or technical school,29.5
2014,NM,Total,Total,28.4
2014,NY,Income,"$15,000 - $24,999",28.9
2014,NY,Income,"$25,000 - $34,999",30.4
2014,NY,Income,"$35,000 - $49,999",31.4
2014,NY,Income,"$50,000 - $74,999",23.7
2014,NY,Income,"$75,000 or greater",22.3
2014,NY,Age (years),18 - 24,13.8
2014,NY,Race/Ethnicity,2 or more races,23.3
2014,NY,Age (years),25 - 34,20.8
2014,NY,Age (years),35 - 44,30.5
2014,NY,Age (years),45 - 54,34.1
2014,NY,Age (years),55 - 64,32.3
2014,NY,Age (years),65 or older,27.3
2014,NY,Race/Ethnicity,Asian,11.8
2014,NY,Education,College graduate,18.6
2014,NY,Income,Data not reported,25.0
2014,NY,Sex,Female,26.2
2014,NY,Education,High school graduate,29.8
2014,NY,Race/Ethnicity,Hispanic,32.6
2014,NY,Income,"Less than $15,000",35.1
2014,NY,Education,Less than high school,37.4
2014,NY,Sex,Male,27.8
2014,NY,Race/Ethnicity,Non-Hispanic Black,31.7
2014,NY,Race/Ethnicity,Non-Hispanic White,26.3
2014,NY,Education,Some college or technical school,28.6
2014,NY,Total,Total,27.0
2014,NC,Income,"$15,000 - $24,999",33.8
2014,NC,Income,"$25,000 - $34,999",32.5
2014,NC,Income,"$35,000 - $49,999",32.3
2014,NC,Income,"$50,000 - $74,999",32.2
2014,NC,Income,"$75,000 or greater",24.0
2014,NC,Age (years),18 - 24,18.0
2014,NC,Race/Ethnicity,2 or more races,23.3
2014,NC,Age (years),25 - 34,30.7
2014,NC,Age (years),35 - 44,33.3
2014,NC,Age (years),45 - 54,34.2
2014,NC,Age (years),55 - 64,33.8
2014,NC,Age (years),65 or older,25.9
2014,NC,Race/Ethnicity,American Indian/Alaska Native,28.9
2014,NC,Race/Ethnicity,Asian,16.9
2014,NC,Education,College graduate,23.6
2014,NC,Income,Data not reported,25.0
2014,NC,Sex,Female,31.1
2014,NC,Education,High school graduate,32.7
2014,NC,Race/Ethnicity,Hispanic,37.5
2014,NC,Income,"Less than $15,000",34.2
2014,NC,Education,Less than high school,34.5
2014,NC,Sex,Male,28.3
2014,NC,Race/Ethnicity,Non-Hispanic Black,39.1
2014,NC,Race/Ethnicity,Non-Hispanic White,26.7
2014,NC,Education,Some college or technical school,29.5
2014,NC,Total,Total,29.7
2014,ND,Income,"$15,000 - $24,999",34.3
2014,ND,Income,"$25,000 - $34,999",29.4
2014,ND,Income,"$35,000 - $49,999",33.8
2014,ND,Income,"$50,000 - $74,999",36.8
2014,ND,Income,"$75,000 or greater",29.8
2014,ND,Age (years),18 - 24,16.3
2014,ND,Age (years),25 - 34,32.0
2014,ND,Age (years),35 - 44,42.6
2014,ND,Age (years),45 - 54,36.8
2014,ND,Age (years),55 - 64,36.8
2014,ND,Age (years),65 or older,29.9
2014,ND,Race/Ethnicity,American Indian/Alaska Native,40.9
2014,ND,Education,College graduate,26.9
2014,ND,Income,Data not reported,28.5
2014,ND,Sex,Female,29.5
2014,ND,Education,High school graduate,33.0
2014,ND,Race/Ethnicity,Hispanic,40.9
2014,ND,Income,"Less than $15,000",35.1
2014,ND,Education,Less than high school,33.3
2014,ND,Sex,Male,34.7
2014,ND,Race/Ethnicity,Non-Hispanic White,31.8
2014,ND,Education,Some college or technical school,34.9
2014,ND,Total,Total,32.2
2014,OH,Income,"$15,000 - $24,999",34.7
2014,OH,Income,"$25,000 - $34,999",29.0
2014,OH,Income,"$35,000 - $49,999",34.4
2014,OH,Income,"$50,000 - $74,999",35.7
2014,OH,Income,"$75,000 or greater",28.4
2014,OH,Age (years),18 - 24,15.8
2014,OH,Race/Ethnicity,2 or more races,41.6
2014,OH,Age (years),25 - 34,30.5
2014,OH,Age (years),35 - 44,31.6
2014,OH,Age (years),45 - 54,39.9
2014,OH,Age (years),55 - 64,39.2
2014,OH,Age (years),65 or older,33.4
2014,OH,Race/Ethnicity,American Indian/Alaska Native,40.7
2014,OH,Race/Ethnicity,Asian,7.8
2014,OH,Education,College graduate,25.8
2014,OH,Income,Data not reported,28.0
2014,OH,Sex,Female,32.5
2014,OH,Education,High school graduate,34.2
2014,OH,Race/Ethnicity,Hispanic,26.5
2014,OH,Income,"Less than $15,000",42.1
2014,OH,Education,Less than high school,36.5
2014,OH,Sex,Male,32.8
2014,OH,Race/Ethnicity,Non-Hispanic Black,41.9
2014,OH,Race/Ethnicity,Non-Hispanic White,32.0
2014,OH,Race/Ethnicity,Other,32.2
2014,OH,Education,Some college or technical school,34.5
2014,OH,Total,Total,32.6
2014,OK,Income,"$15,000 - $24,999",35.5
2014,OK,Income,"$25,000 - $34,999",33.5
2014,OK,Income,"$35,000 - $49,999",34.9
2014,OK,Income,"$50,000 - $74,999",34.3
2014,OK,Income,"$75,000 or greater",30.8
2014,OK,Age (years),18 - 24,21.6
2014,OK,Race/Ethnicity,2 or more races,37.3
2014,OK,Age (years),25 - 34,30.4
2014,OK,Age (years),35 - 44,35.7
2014,OK,Age (years),45 - 54,40.0
2014,OK,Age (years),55 - 64,40.0
2014,OK,Age (years),65 or older,28.9
2014,OK,Race/Ethnicity,American Indian/Alaska Native,36.4
2014,OK,Race/Ethnicity,Asian,7.6
2014,OK,Education,College graduate,26.4
2014,OK,Income,Data not reported,25.7
2014,OK,Sex,Female,32.5
2014,OK,Education,High school graduate,34.3
2014,OK,Race/Ethnicity,Hispanic,35.5
2014,OK,Income,"Less than $15,000",37.9
2014,OK,Education,Less than high school,36.3
2014,OK,Sex,Male,33.5
2014,OK,Race/Ethnicity,Non-Hispanic Black,33.4
2014,OK,Race/Ethnicity,Non-Hispanic White,32.9
2014,OK,Education,Some college or technical school,34.6
2014,OK,Total,Total,33.0
2014,OR,Income,"$15,000 - $24,999",31.2
2014,OR,Income,"$25,000 - $34,999",25.0
2014,OR,Income,"$35,000 - $49,999",31.3
2014,OR,Income,"$50,000 - $74,999",26.3
2014,OR,Income,"$75,000 or greater",25.3
2014,OR,Age (years),18 - 24,13.4
2014,OR,Race/Ethnicity,2 or more races,26.6
2014,OR,Age (years),25 - 34,28.7
2014,OR,Age (years),35 - 44,29.4
2014,OR,Age (years),45 - 54,29.1
2014,OR,Age (years),55 - 64,35.2
2014,OR,Age (years),65 or older,27.1
2014,OR,Race/Ethnicity,Asian,8.5
2014,OR,Education,College graduate,20.2
2014,OR,Income,Data not reported,25.5
2014,OR,Sex,Female,28.7
2014,OR,Education,High school graduate,30.2
2014,OR,Race/Ethnicity,Hispanic,25.6
2014,OR,Income,"Less than $15,000",33.5
2014,OR,Education,Less than high school,28.8
2014,OR,Sex,Male,27.1
2014,OR,Race/Ethnicity,Non-Hispanic White,28.4
2014,OR,Education,Some college or technical school,31.7
2014,OR,Total,Total,27.9
2014,PA,Income,"$15,000 - $24,999",35.0
2014,PA,Income,"$25,000 - $34,999",33.4
2014,PA,Income,"$35,000 - $49,999",30.6
2014,PA,Income,"$50,000 - $74,999",31.3
2014,PA,Income,"$75,000 or greater",24.4
2014,PA,Age (years),18 - 24,17.2
2014,PA,Race/Ethnicity,2 or more races,29.4
2014,PA,Age (years),25 - 34,29.3
2014,PA,Age (years),35 - 44,34.8
2014,PA,Age (years),45 - 54,33.2
2014,PA,Age (years),55 - 64,34.0
2014,PA,Age (years),65 or older,29.5
2014,PA,Race/Ethnicity,Asian,9.0
2014,PA,Education,College graduate,21.1
2014,PA,Income,Data not reported,25.1
2014,PA,Sex,Female,29.1
2014,PA,Education,High school graduate,34.3
2014,PA,Race/Ethnicity,Hispanic,38.6
2014,PA,Income,"Less than $15,000",42.0
2014,PA,Education,Less than high school,35.4
2014,PA,Sex,Male,31.2
2014,PA,Race/Ethnicity,Non-Hispanic Black,37.1
2014,PA,Race/Ethnicity,Non-Hispanic White,29.5
2014,PA,Education,Some college or technical school,30.9
2014,PA,Total,Total,30.2
2014,RI,Income,"$15,000 - $24,999",34.6
2014,RI,Income,"$25,000 - $34,999",27.5
2014,RI,Income,"$35,000 - $49,999",30.5
2014,RI,Income,"$50,000 - $74,999",31.8
2014,RI,Income,"$75,000 or greater",20.5
2014,RI,Age (years),18 - 24,17.9
2014,RI,Race/Ethnicity,2 or more races,27.1
2014,RI,Age (years),25 - 34,24.8
2014,RI,Age (years),35 - 44,32.4
2014,RI,Age (years),45 - 54,29.2
2014,RI,Age (years),55 - 64,29.8
2014,RI,Age (years),65 or older,26.1
2014,RI,Race/Ethnicity,Asian,13.3
2014,RI,Education,College graduate,20.2
2014,RI,Income,Data not reported,23.6
2014,RI,Sex,Female,25.8
2014,RI,Education,High school graduate,30.8
2014,RI,Race/Ethnicity,Hispanic,27.9
2014,RI,Income,"Less than $15,000",29.5
2014,RI,Education,Less than high school,32.7
2014,RI,Sex,Male,28.2
2014,RI,Race/Ethnicity,Non-Hispanic Black,34.7
2014,RI,Race/Ethnicity,Non-Hispanic White,26.9
2014,RI,Race/Ethnicity,Other,18.0
2014,RI,Education,Some college or technical school,27.3
2014,RI,Total,Total,27.0
2014,SC,Income,"$15,000 - $24,999",35.6
2014,SC,Income,"$25,000 - $34,999",33.1
2014,SC,Income,"$35,000 - $49,999",32.3
2014,SC,Income,"$50,000 - $74,999",30.4
2014,SC,Income,"$75,000 or greater",29.3
2014,SC,Age (years),18 - 24,20.1
2014,SC,Race/Ethnicity,2 or more races,17.3
2014,SC,Age (years),25 - 34,30.2
2014,SC,Age (years),35 - 44,36.6
2014,SC,Age (years),45 - 54,38.0
2014,SC,Age (years),55 - 64,38.8
2014,SC,Age (years),65 or older,27.1
2014,SC,Race/Ethnicity,American Indian/Alaska Native,27.8
2014,SC,Race/Ethnicity,Asian,12.2
2014,SC,Education,College graduate,26.0
2014,SC,Income,Data not reported,26.7
2014,SC,Sex,Female,32.4
2014,SC,Education,High school graduate,33.7
2014,SC,Race/Ethnicity,Hispanic,32.5
2014,SC,Income,"Less than $15,000",37.6
2014,SC,Education,Less than high school,35.5
2014,SC,Sex,Male,31.7
2014,SC,Race/Ethnicity,Non-Hispanic Black,42.7
2014,SC,Race/Ethnicity,Non-Hispanic White,28.8
2014,SC,Education,Some college or technical school,33.1
2014,SC,Total,Total,32.1
2014,SD,Income,"$15,000 - $24,999",34.6
2014,SD,Income,"$25,000 - $34,999",30.3
2014,SD,Income,"$35,000 - $49,999",30.0
2014,SD,Income,"$50,000 - $74,999",33.6
2014,SD,Income,"$75,000 or greater",29.8
2014,SD,Age (years),18 - 24,15.8
2014,SD,Race/Ethnicity,2 or more races,54.3
2014,SD,Age (years),25 - 34,29.6
2014,SD,Age (years),35 - 44,34.2
2014,SD,Age (years),45 - 54,33.4
2014,SD,Age (years),55 - 64,37.7
2014,SD,Age (years),65 or older,26.7
2014,SD,Race/Ethnicity,American Indian/Alaska Native,40.7
2014,SD,Education,College graduate,26.9
2014,SD,Income,Data not reported,20.5
2014,SD,Sex,Female,28.1
2014,SD,Education,High school graduate,30.2
2014,SD,Race/Ethnicity,Hispanic,25.6
